WorkOrderID,EquipmentID,EquipmentName,MaintenanceDate,MaintenanceType,FailureMode,RootCause,ActionTaken,SparePartsUsed,Technician,Downtime_Hours,Cost_INR,Priority,Status,Comments
WO-00280,BF001,Bag Filter,2024-04-17,Corrective,Pressure Drop,Filter Damage,Replace Damaged Filter Bags,Filter Bag 130x2450,Kiran,6,146167,High,Completed,Job closed as per standard checklist
WO-00281,JC001,Jaw Crusher,2024-09-11,Corrective,Jaw Plate Wear,Abrasion,Replace Fixed & Swing Jaw Plates,Manganese Jaw Plate Set,Rahul,16,316826,Low,Completed,Job closed as per standard checklist
WO-00282,VRM001,Vertical Roller Mill,2023-04-25,Predictive,Gearbox Noise,Gear Wear,Inspect & Replace Gear Oil,Gear Oil ISO VG 320,Ravi,2,214729,Critical,Completed,Job closed as per standard checklist
WO-00283,ENG001,Cummins Engine,2023-01-21,Routine,Battery Failure,Low Voltage,Replace Battery Bank,Battery 12V 200Ah,Ravi,39,277176,High,Pending,Job closed as per standard checklist
WO-00284,PU001,Centrifugal Pump,2024-06-18,Emergency,Vibration,Shaft Misalignment,Perform Laser Alignment,—,Mahesh,8,134176,Critical,Completed,Job closed as per standard checklist
WO-00285,JC001,Jaw Crusher,2024-04-21,Routine,Jaw Plate Wear,Abrasion,Replace Fixed & Swing Jaw Plates,Manganese Jaw Plate Set,Mahesh,31,249392,Low,Pending,Job closed as per standard checklist
WO-00286,BM001,Ball Mill,2024-06-02,Preventive,Motor Overheating,Cooling Fan Failure,Clean Cooling System & Replace Fan,Cooling Fan Assembly,Anil,43,69438,Critical,In Progress,Job closed as per standard checklist
WO-00287,BE001,Bucket Elevator,2024-12-18,Preventive,Belt Slippage,Tension Loss,Adjust Take-up Weight,—,Suresh,1,45296,Critical,Completed,Job closed as per standard checklist
WO-00288,AC001,Air Compressor,2024-07-16,Corrective,Oil Leakage,Seal Failure,Replace Oil Seal,Oil Seal 60x80x10,Kiran,33,352700,Critical,Pending,Job closed as per standard checklist
WO-00289,PU001,Centrifugal Pump,2024-06-30,Preventive,Bearing Noise,Bearing Wear,Replace Bearings,SKF 6310 Bearing,Mahesh,17,453994,Low,Pending,Job closed as per standard checklist
WO-00290,RK001,Rotary Kiln,2023-02-05,Corrective,Refractory Damage,Thermal Stress,Repair Refractory Lining (5 m²),High Alumina Bricks,Anil,10,343666,Critical,Pending,Job closed as per standard checklist
WO-00291,AC001,Air Compressor,2024-02-10,Corrective,Oil Leakage,Seal Failure,Replace Oil Seal,Oil Seal 60x80x10,Priya,18,257967,Critical,Pending,Job closed as per standard checklist
WO-00292,VRM001,Vertical Roller Mill,2024-02-22,Emergency,Hydraulic Pressure Drop,Hydraulic Leak,Repair Hydraulic System & Replace Hose,Hydraulic Hose 1/2 inch,Kiran,36,460179,High,Completed,Job closed as per standard checklist
WO-00293,VRM001,Vertical Roller Mill,2023-11-21,Emergency,Separator Failure,Belt Slack,Replace Separator Belt,Separator Drive Belt,Anil,47,405531,Low,Completed,Job closed as per standard checklist
WO-00294,PU001,Centrifugal Pump,2024-02-01,Preventive,Bearing Noise,Bearing Wear,Replace Bearings,SKF 6310 Bearing,Kiran,16,130313,Low,Deferred,Awaiting spare parts
WO-00295,VRM001,Vertical Roller Mill,2023-09-04,Emergency,Gearbox Noise,Gear Wear,Inspect & Replace Gear Oil,Gear Oil ISO VG 320,Ravi,13,312773,Critical,Pending,Job closed as per standard checklist
WO-00296,BE001,Bucket Elevator,2023-02-26,Preventive,Motor Overheating,Cooling Issue,Service Motor & Clean Vent,—,Ravi,6,473358,Medium,Pending,Job closed as per standard checklist
WO-00297,PU001,Centrifugal Pump,2023-08-11,Corrective,Cavitation,NPSH Issue,Adjust Suction Valve & Clean Strainer,Suction Strainer,Rahul,46,62290,Low,Deferred,Job closed as per standard checklist
WO-00298,BF001,Bag Filter,2024-08-30,Predictive,Fan Failure,Bearing Fault,Replace Fan Bearings,SKF 22220 Bearing,Suresh,23,178307,Critical,Deferred,Job closed as per standard checklist
WO-00299,RK001,Rotary Kiln,2024-10-16,Preventive,Drive System Failure,Gear Wear,Inspect Drive & Replace Pinion,Kiln Pinion Gear,Ajay,26,394081,High,Completed,Job closed as per standard checklist
WO-00300,RK001,Rotary Kiln,2023-06-17,Predictive,Temperature Fluctuation,Burner Issue,Calibrate Burner & Adjust Flame,Burner Nozzle,Priya,12,60773,Critical,Completed,Job closed as per standard checklist
WO-00301,JC001,Jaw Crusher,2023-03-13,Emergency,Flywheel Misalignment,Belt Wear,Replace V-Belts,V-Belt C-180,Rahul,12,475302,Critical,In Progress,Job closed as per standard checklist
WO-00302,BC001,Belt Conveyor,2024-03-02,Routine,Drive Motor Trip,Overload,Check Motor & Reduce Load,—,Rahul,47,223379,High,Completed,Awaiting spare parts
WO-00303,BF001,Bag Filter,2023-02-16,Emergency,Filter Blockage,Dust Accumulation,Clean Filter Bags (Set of 50),PPS Filter Bag,Suresh,5,172443,Medium,Deferred,Job closed as per standard checklist
WO-00304,BC001,Belt Conveyor,2023-09-17,Routine,Belt Misalignment,Roller Issue,Adjust Rollers & Training Idlers,Training Idler,Anil,46,90145,Medium,Pending,Awaiting spare parts
WO-00305,ENG001,Cummins Engine,2024-07-20,Predictive,Oil Pressure Drop,Oil Pump Wear,Replace Oil Pump & Filter,Oil Filter LF9001,Suresh,29,269774,High,Deferred,Job closed as per standard checklist
WO-00306,VRM001,Vertical Roller Mill,2023-04-11,Predictive,Gearbox Noise,Gear Wear,Inspect & Replace Gear Oil,Gear Oil ISO VG 320,Suresh,24,321008,Critical,Completed,Job closed as per standard checklist
WO-00307,BE001,Bucket Elevator,2024-02-07,Predictive,Bucket Damage,Overloading,Replace Buckets (Set of 6),Polymer Bucket 8L,Ajay,6,229820,High,Completed,Job closed as per standard checklist
WO-00308,BC001,Belt Conveyor,2023-10-03,Routine,Drive Motor Trip,Overload,Check Motor & Reduce Load,—,Ravi,10,200927,Critical,Deferred,Job closed as per standard checklist
WO-00309,BE001,Bucket Elevator,2023-09-21,Routine,Sprocket Wear,Chain Misalignment,Replace Drive Sprocket,Sprocket Z=12,Ravi,8,446249,Low,Pending,Job closed as per standard checklist
WO-00310,BF001,Bag Filter,2023-10-17,Corrective,Fan Failure,Bearing Fault,Replace Fan Bearings,SKF 22220 Bearing,Mahesh,24,39304,High,Completed,Job closed as per standard checklist
WO-00311,PU001,Centrifugal Pump,2024-02-08,Predictive,Seal Leakage,Seal Wear,Replace Mechanical Seal,Mechanical Seal Type-21,Kiran,13,169221,Medium,Pending,Job closed as per standard checklist
WO-00312,BC001,Belt Conveyor,2023-01-01,Emergency,Drive Motor Trip,Overload,Check Motor & Reduce Load,—,Kiran,14,275408,Low,Deferred,Job closed as per standard checklist
WO-00313,BC001,Belt Conveyor,2024-06-08,Predictive,Idler Jam,Bearing Failure,Replace Idler Roller,Carrying Idler,Anil,47,446166,Critical,In Progress,Awaiting spare parts
WO-00314,ENG001,Cummins Engine,2024-10-26,Corrective,Oil Pressure Drop,Oil Pump Wear,Replace Oil Pump & Filter,Oil Filter LF9001,Suresh,22,371392,High,Deferred,Job closed as per standard checklist
WO-00315,BE001,Bucket Elevator,2024-08-21,Emergency,Chain Wear,Fatigue,Replace Chain (Dual Strand),Elevator Chain P=400,Priya,22,259191,High,Deferred,Job closed as per standard checklist
WO-00316,BM001,Ball Mill,2023-06-10,Corrective,Motor Overheating,Cooling Fan Failure,Clean Cooling System & Replace Fan,Cooling Fan Assembly,Ravi,13,150435,Low,Completed,Awaiting spare parts
WO-00317,ENG001,Cummins Engine,2023-09-25,Preventive,Engine Overheating,Coolant Issue,Replace Coolant & Thermostat,Thermostat 71°C,Priya,38,174338,Low,In Progress,Job closed as per standard checklist
WO-00318,RK001,Rotary Kiln,2023-09-09,Routine,Support Roller Wear,Uneven Load,Regrind Support Roller,—,Anil,21,347861,Critical,Deferred,Job closed as per standard checklist
WO-00319,VRM001,Vertical Roller Mill,2024-01-04,Routine,Hydraulic Pressure Drop,Hydraulic Leak,Repair Hydraulic System & Replace Hose,Hydraulic Hose 1/2 inch,Anil,9,421414,Medium,Completed,Job closed as per standard checklist
WO-00320,BM001,Ball Mill,2023-10-07,Preventive,Grinding Media Wear,Excessive Operation,Replace Grinding Media (3.5 Tons),High Chrome Grinding Balls,Rahul,25,48977,Low,Completed,Job closed as per standard checklist
WO-00321,JC001,Jaw Crusher,2024-02-16,Preventive,High Vibration,Loose Mounting,Tighten Foundation Bolts,—,Suresh,34,86772,Low,Pending,Awaiting spare parts
WO-00322,PU001,Centrifugal Pump,2024-02-01,Emergency,Low Flow Rate,Impeller Damage,Replace Impeller,Impeller 250mm,Mahesh,31,307854,High,Deferred,Job closed as per standard checklist
WO-00323,AC001,Air Compressor,2024-02-04,Emergency,Pressure Loss,Valve Leakage,Replace Intake Valve,Intake Valve Kit,Priya,23,434298,Medium,Completed,Job closed as per standard checklist
WO-00324,BM001,Ball Mill,2024-02-22,Preventive,Motor Overheating,Cooling Fan Failure,Clean Cooling System & Replace Fan,Cooling Fan Assembly,Ravi,30,252030,Critical,Deferred,Job closed as per standard checklist
WO-00325,BF001,Bag Filter,2023-02-05,Routine,Filter Blockage,Dust Accumulation,Clean Filter Bags (Set of 50),PPS Filter Bag,Mahesh,14,490042,Critical,Completed,Job closed as per standard checklist
WO-00326,VRM001,Vertical Roller Mill,2024-04-11,Routine,Roller Wear,High Material Load,Replace Roller Tyre,Roller Tyre Assembly,Mahesh,24,139177,Critical,Deferred,Job closed as per standard checklist
WO-00327,AC001,Air Compressor,2023-03-21,Predictive,Oil Leakage,Seal Failure,Replace Oil Seal,Oil Seal 60x80x10,Priya,40,30403,Critical,Pending,Job closed as per standard checklist
WO-00328,BM001,Ball Mill,2024-10-08,Predictive,Gearbox Oil Leak,Worn Seal,Replace Gearbox Seal & Top-up Oil,Oil Seal 200x240x15,Suresh,18,196774,Critical,Deferred,Job closed as per standard checklist
WO-00329,JC001,Jaw Crusher,2024-12-11,Corrective,Motor Failure,Electrical Fault,Rewind Motor,Motor 75 kW,Ajay,46,226209,Low,In Progress,Job closed as per standard checklist
WO-00330,ENG001,Cummins Engine,2023-06-14,Emergency,Alternator Fault,Diode Failure,Replace Alternator Diode,Diode Assembly,Ravi,27,449198,Low,Completed,Job closed as per standard checklist
WO-00331,JC001,Jaw Crusher,2024-04-05,Predictive,Motor Failure,Electrical Fault,Rewind Motor,Motor 75 kW,Suresh,20,219826,Critical,Pending,Awaiting spare parts
WO-00332,AC001,Air Compressor,2024-09-09,Routine,Oil Leakage,Seal Failure,Replace Oil Seal,Oil Seal 60x80x10,Ajay,20,393775,High,Deferred,Awaiting spare parts
WO-00333,PU001,Centrifugal Pump,2023-01-27,Emergency,Vibration,Shaft Misalignment,Perform Laser Alignment,—,Priya,24,445138,High,Pending,Job closed as per standard checklist
WO-00334,JC001,Jaw Crusher,2023-09-16,Corrective,High Vibration,Loose Mounting,Tighten Foundation Bolts,—,Ajay,38,134711,Medium,Deferred,Job closed as per standard checklist
WO-00335,PU001,Centrifugal Pump,2024-04-28,Routine,Bearing Noise,Bearing Wear,Replace Bearings,SKF 6310 Bearing,Anil,45,278486,High,In Progress,Awaiting spare parts
WO-00336,JC001,Jaw Crusher,2023-07-11,Corrective,High Vibration,Loose Mounting,Tighten Foundation Bolts,—,Mahesh,24,341062,High,Completed,Job closed as per standard checklist
WO-00337,BM001,Ball Mill,2023-08-26,Emergency,Shell Liner Damage,Material Erosion,Replace Affected Liner Plates,Lifter Liner Plates,Kiran,16,33653,Medium,Completed,Awaiting spare parts
WO-00338,RK001,Rotary Kiln,2024-07-24,Preventive,Tyre Migration,Shell Deformation,Adjust Tyre Lubrication,Graphite Lubricant,Anil,40,295524,Medium,In Progress,Job closed as per standard checklist
WO-00339,JC001,Jaw Crusher,2023-08-19,Predictive,High Vibration,Loose Mounting,Tighten Foundation Bolts,—,Mahesh,41,499264,Critical,In Progress,Job closed as per standard checklist
WO-00340,BM001,Ball Mill,2023-03-25,Routine,Grinding Media Wear,Excessive Operation,Replace Grinding Media (3.5 Tons),High Chrome Grinding Balls,Rahul,13,149237,Critical,Completed,Job closed as per standard checklist
WO-00341,BC001,Belt Conveyor,2023-07-08,Corrective,Drive Motor Trip,Overload,Check Motor & Reduce Load,—,Priya,44,378384,Low,Pending,Job closed as per standard checklist
WO-00342,BE001,Bucket Elevator,2023-02-13,Corrective,Sprocket Wear,Chain Misalignment,Replace Drive Sprocket,Sprocket Z=12,Rahul,25,256548,Medium,Completed,Job closed as per standard checklist
WO-00343,AC001,Air Compressor,2024-05-30,Routine,Oil Leakage,Seal Failure,Replace Oil Seal,Oil Seal 60x80x10,Rahul,25,31886,Critical,Deferred,Job closed as per standard checklist
WO-00344,RK001,Rotary Kiln,2023-01-08,Predictive,Drive System Failure,Gear Wear,Inspect Drive & Replace Pinion,Kiln Pinion Gear,Priya,3,36424,High,Deferred,Job closed as per standard checklist
WO-00345,BF001,Bag Filter,2023-09-23,Corrective,Fan Failure,Bearing Fault,Replace Fan Bearings,SKF 22220 Bearing,Suresh,28,147966,High,In Progress,Job closed as per standard checklist
WO-00346,JC001,Jaw Crusher,2024-09-23,Routine,Flywheel Misalignment,Belt Wear,Replace V-Belts,V-Belt C-180,Mahesh,35,128331,Critical,Completed,Job closed as per standard checklist
WO-00347,BE001,Bucket Elevator,2023-07-06,Predictive,Bucket Damage,Overloading,Replace Buckets (Set of 6),Polymer Bucket 8L,Rahul,10,495480,High,Completed,Job closed as per standard checklist
WO-00348,ENG001,Cummins Engine,2023-10-03,Predictive,Alternator Fault,Diode Failure,Replace Alternator Diode,Diode Assembly,Ajay,9,148125,Low,Completed,Job closed as per standard checklist
WO-00349,BM001,Ball Mill,2024-08-05,Emergency,Gearbox Oil Leak,Worn Seal,Replace Gearbox Seal & Top-up Oil,Oil Seal 200x240x15,Ajay,35,199533,High,Deferred,Job closed as per standard checklist
WO-00350,BC001,Belt Conveyor,2024-04-07,Routine,Belt Misalignment,Roller Issue,Adjust Rollers & Training Idlers,Training Idler,Ajay,14,434907,High,Pending,Job closed as per standard checklist
WO-00351,BF001,Bag Filter,2023-03-22,Corrective,Fan Failure,Bearing Fault,Replace Fan Bearings,SKF 22220 Bearing,Suresh,32,281575,Low,Pending,Job closed as per standard checklist
WO-00352,BE001,Bucket Elevator,2023-03-06,Emergency,Chain Wear,Fatigue,Replace Chain (Dual Strand),Elevator Chain P=400,Ajay,17,333161,Low,Completed,Job closed as per standard checklist
WO-00353,BM001,Ball Mill,2023-09-26,Predictive,Gearbox Oil Leak,Worn Seal,Replace Gearbox Seal & Top-up Oil,Oil Seal 200x240x15,Kiran,25,343404,Critical,Pending,Job closed as per standard checklist
WO-00354,BM001,Ball Mill,2024-12-17,Emergency,Shell Liner Damage,Material Erosion,Replace Affected Liner Plates,Lifter Liner Plates,Kiran,46,363993,Low,Pending,Job closed as per standard checklist
WO-00355,BE001,Bucket Elevator,2023-07-14,Emergency,Motor Overheating,Cooling Issue,Service Motor & Clean Vent,—,Rahul,25,210180,High,Completed,Awaiting spare parts
WO-00356,BE001,Bucket Elevator,2023-05-10,Emergency,Motor Overheating,Cooling Issue,Service Motor & Clean Vent,—,Priya,5,391791,Medium,Pending,Job closed as per standard checklist
WO-00357,JC001,Jaw Crusher,2024-05-23,Emergency,Toggle Plate Breakage,Overload,Replace Toggle Plate,Toggle Plate,Kiran,28,61829,Medium,Completed,Job closed as per standard checklist
WO-00358,PU001,Centrifugal Pump,2024-08-22,Predictive,Cavitation,NPSH Issue,Adjust Suction Valve & Clean Strainer,Suction Strainer,Ravi,20,321272,High,Deferred,Job closed as per standard checklist
WO-00359,BF001,Bag Filter,2023-08-08,Predictive,Fan Failure,Bearing Fault,Replace Fan Bearings,SKF 22220 Bearing,Suresh,13,309310,Medium,In Progress,Job closed as per standard checklist
WO-00360,BC001,Belt Conveyor,2024-12-30,Predictive,Drive Motor Trip,Overload,Check Motor & Reduce Load,—,Rahul,35,143673,High,In Progress,Awaiting spare parts
WO-00361,BM001,Ball Mill,2023-11-17,Routine,Grinding Media Wear,Excessive Operation,Replace Grinding Media (3.5 Tons),High Chrome Grinding Balls,Kiran,41,322666,High,Deferred,Job closed as per standard checklist
WO-00362,VRM001,Vertical Roller Mill,2023-01-26,Routine,Hydraulic Pressure Drop,Hydraulic Leak,Repair Hydraulic System & Replace Hose,Hydraulic Hose 1/2 inch,Kiran,31,311853,High,In Progress,Job closed as per standard checklist
WO-00363,ENG001,Cummins Engine,2023-10-11,Emergency,Oil Pressure Drop,Oil Pump Wear,Replace Oil Pump & Filter,Oil Filter LF9001,Suresh,37,146046,High,Deferred,Job closed as per standard checklist
WO-00364,BE001,Bucket Elevator,2024-07-08,Emergency,Chain Wear,Fatigue,Replace Chain (Dual Strand),Elevator Chain P=400,Suresh,5,392937,Medium,Deferred,Job closed as per standard checklist
WO-00365,AC001,Air Compressor,2024-06-10,Routine,Temperature Rise,Cooling Problem,Clean Cooler & Replace Coolant,Coolant 20L,Rahul,48,158802,Medium,Completed,Awaiting spare parts
WO-00366,RK001,Rotary Kiln,2023-01-10,Preventive,Support Roller Wear,Uneven Load,Regrind Support Roller,—,Suresh,7,430150,High,Completed,Job closed as per standard checklist
WO-00367,BM001,Ball Mill,2024-09-15,Routine,Gearbox Oil Leak,Worn Seal,Replace Gearbox Seal & Top-up Oil,Oil Seal 200x240x15,Ravi,18,223955,Medium,In Progress,Job closed as per standard checklist
WO-00368,JC001,Jaw Crusher,2023-08-19,Emergency,Toggle Plate Breakage,Overload,Replace Toggle Plate,Toggle Plate,Ajay,15,125886,High,Deferred,Awaiting spare parts
WO-00369,BE001,Bucket Elevator,2024-08-04,Routine,Bucket Damage,Overloading,Replace Buckets (Set of 6),Polymer Bucket 8L,Priya,27,171924,High,Deferred,Job closed as per standard checklist
WO-00370,VRM001,Vertical Roller Mill,2023-06-06,Preventive,Table Liner Wear,Abrasion,Replace Table Liner Segment,Liner Segment,Kiran,31,378520,Medium,Deferred,Job closed as per standard checklist
WO-00371,BE001,Bucket Elevator,2023-11-22,Predictive,Sprocket Wear,Chain Misalignment,Replace Drive Sprocket,Sprocket Z=12,Kiran,20,255750,Critical,Completed,Job closed as per standard checklist
WO-00372,BC001,Belt Conveyor,2024-12-14,Preventive,Belt Damage,Material Impact,Vulcanize Belt Joint,Conveyor Belt 1200mm,Ajay,47,327978,Medium,Pending,Job closed as per standard checklist
WO-00373,JC001,Jaw Crusher,2024-09-02,Corrective,Motor Failure,Electrical Fault,Rewind Motor,Motor 75 kW,Ajay,2,155559,Medium,In Progress,Job closed as per standard checklist
WO-00374,VRM001,Vertical Roller Mill,2023-03-18,Emergency,Table Liner Wear,Abrasion,Replace Table Liner Segment,Liner Segment,Kiran,41,254351,Low,Deferred,Job closed as per standard checklist
WO-00375,BC001,Belt Conveyor,2024-04-23,Predictive,Idler Jam,Bearing Failure,Replace Idler Roller,Carrying Idler,Mahesh,37,180624,Medium,Completed,Job closed as per standard checklist
WO-00376,RK001,Rotary Kiln,2023-04-05,Predictive,Support Roller Wear,Uneven Load,Regrind Support Roller,—,Kiran,20,490831,Critical,In Progress,Job closed as per standard checklist
WO-00377,ENG001,Cummins Engine,2023-09-09,Routine,Battery Failure,Low Voltage,Replace Battery Bank,Battery 12V 200Ah,Rahul,30,208875,Critical,In Progress,Awaiting spare parts
WO-00378,AC001,Air Compressor,2024-07-23,Preventive,Oil Leakage,Seal Failure,Replace Oil Seal,Oil Seal 60x80x10,Suresh,21,122838,High,Deferred,Awaiting spare parts
WO-00379,ENG001,Cummins Engine,2023-10-05,Routine,Engine Overheating,Coolant Issue,Replace Coolant & Thermostat,Thermostat 71°C,Kiran,1,404284,Critical,In Progress,Job closed as per standard checklist
WO-00380,BC001,Belt Conveyor,2024-04-05,Emergency,Belt Misalignment,Roller Issue,Adjust Rollers & Training Idlers,Training Idler,Rahul,34,177710,Low,In Progress,Awaiting spare parts
WO-00381,JC001,Jaw Crusher,2023-04-22,Corrective,Jaw Plate Wear,Abrasion,Replace Fixed & Swing Jaw Plates,Manganese Jaw Plate Set,Rahul,27,474244,Low,Completed,Job closed as per standard checklist
WO-00382,BM001,Ball Mill,2024-02-24,Routine,Motor Overheating,Cooling Fan Failure,Clean Cooling System & Replace Fan,Cooling Fan Assembly,Ajay,6,108012,Low,Pending,Job closed as per standard checklist
WO-00383,BM001,Ball Mill,2023-01-09,Emergency,Shell Liner Damage,Material Erosion,Replace Affected Liner Plates,Lifter Liner Plates,Ajay,22,83759,Critical,Pending,Job closed as per standard checklist
WO-00384,JC001,Jaw Crusher,2024-12-13,Predictive,Toggle Plate Breakage,Overload,Replace Toggle Plate,Toggle Plate,Kiran,43,335267,Critical,Completed,Job closed as per standard checklist
WO-00385,JC001,Jaw Crusher,2023-03-24,Preventive,Jaw Plate Wear,Abrasion,Replace Fixed & Swing Jaw Plates,Manganese Jaw Plate Set,Kiran,10,169164,High,Completed,Job closed as per standard checklist
WO-00386,BE001,Bucket Elevator,2023-04-05,Corrective,Sprocket Wear,Chain Misalignment,Replace Drive Sprocket,Sprocket Z=12,Mahesh,16,247552,High,In Progress,Awaiting spare parts
WO-00387,PU001,Centrifugal Pump,2023-05-27,Corrective,Seal Leakage,Seal Wear,Replace Mechanical Seal,Mechanical Seal Type-21,Ajay,38,230098,Critical,In Progress,Awaiting spare parts
WO-00388,AC001,Air Compressor,2023-12-25,Predictive,Air Filter Clog,Dust Load,Replace Air Filter,Air Filter Element,Rahul,25,65928,High,Completed,Job closed as per standard checklist
WO-00389,VRM001,Vertical Roller Mill,2024-01-21,Corrective,Separator Failure,Belt Slack,Replace Separator Belt,Separator Drive Belt,Anil,11,169544,Critical,In Progress,Job closed as per standard checklist
WO-00390,VRM001,Vertical Roller Mill,2023-04-24,Preventive,Hydraulic Pressure Drop,Hydraulic Leak,Repair Hydraulic System & Replace Hose,Hydraulic Hose 1/2 inch,Priya,28,24617,Low,Deferred,Job closed as per standard checklist
WO-00391,ENG001,Cummins Engine,2023-03-07,Predictive,Oil Pressure Drop,Oil Pump Wear,Replace Oil Pump & Filter,Oil Filter LF9001,Suresh,39,144547,Low,Pending,Job closed as per standard checklist
WO-00392,BM001,Ball Mill,2023-12-07,Routine,Grinding Media Wear,Excessive Operation,Replace Grinding Media (3.5 Tons),High Chrome Grinding Balls,Suresh,46,233819,Medium,Deferred,Job closed as per standard checklist
WO-00393,BE001,Bucket Elevator,2023-04-12,Corrective,Motor Overheating,Cooling Issue,Service Motor & Clean Vent,—,Priya,19,487768,Low,Pending,Job closed as per standard checklist
WO-00394,JC001,Jaw Crusher,2023-01-01,Preventive,Toggle Plate Breakage,Overload,Replace Toggle Plate,Toggle Plate,Priya,33,390743,Low,In Progress,Job closed as per standard checklist
WO-00395,BM001,Ball Mill,2024-10-25,Predictive,Shell Liner Damage,Material Erosion,Replace Affected Liner Plates,Lifter Liner Plates,Priya,20,42464,High,Completed,Job closed as per standard checklist
WO-00396,ENG001,Cummins Engine,2023-11-03,Predictive,Engine Overheating,Coolant Issue,Replace Coolant & Thermostat,Thermostat 71°C,Kiran,46,95945,Critical,Deferred,Job closed as per standard checklist
WO-00397,JC001,Jaw Crusher,2024-09-09,Emergency,Flywheel Misalignment,Belt Wear,Replace V-Belts,V-Belt C-180,Ajay,38,289378,Low,Pending,Awaiting spare parts
WO-00398,PU001,Centrifugal Pump,2023-10-15,Corrective,Bearing Noise,Bearing Wear,Replace Bearings,SKF 6310 Bearing,Priya,42,60225,High,Completed,Awaiting spare parts
WO-00399,BM001,Ball Mill,2023-08-09,Routine,Bearing Failure,Poor Lubrication,Replace Bearing & Flush Lubrication System,Spherical Roller Bearing 23264,Rahul,7,399266,Critical,Pending,Job closed as per standard checklist
WO-00400,BC001,Belt Conveyor,2024-12-07,Routine,Belt Damage,Material Impact,Vulcanize Belt Joint,Conveyor Belt 1200mm,Kiran,30,275641,Medium,Deferred,Job closed as per standard checklist
WO-00401,VRM001,Vertical Roller Mill,2023-11-10,Predictive,Roller Wear,High Material Load,Replace Roller Tyre,Roller Tyre Assembly,Priya,5,349169,Critical,In Progress,Job closed as per standard checklist
WO-00402,JC001,Jaw Crusher,2023-04-03,Predictive,Flywheel Misalignment,Belt Wear,Replace V-Belts,V-Belt C-180,Ravi,32,96732,Medium,In Progress,Awaiting spare parts
WO-00403,VRM001,Vertical Roller Mill,2024-10-25,Predictive,Table Liner Wear,Abrasion,Replace Table Liner Segment,Liner Segment,Anil,18,200897,Medium,In Progress,Job closed as per standard checklist
WO-00404,ENG001,Cummins Engine,2024-03-31,Corrective,Alternator Fault,Diode Failure,Replace Alternator Diode,Diode Assembly,Mahesh,2,129797,Low,Completed,Job closed as per standard checklist
WO-00405,RK001,Rotary Kiln,2023-04-18,Predictive,Refractory Damage,Thermal Stress,Repair Refractory Lining (5 m²),High Alumina Bricks,Mahesh,34,457552,High,Deferred,Job closed as per standard checklist
WO-00406,ENG001,Cummins Engine,2024-03-07,Predictive,Oil Pressure Drop,Oil Pump Wear,Replace Oil Pump & Filter,Oil Filter LF9001,Mahesh,38,103251,High,Completed,Job closed as per standard checklist
WO-00407,JC001,Jaw Crusher,2023-02-07,Preventive,Flywheel Misalignment,Belt Wear,Replace V-Belts,V-Belt C-180,Ajay,40,310847,High,Pending,Job closed as per standard checklist
WO-00408,BC001,Belt Conveyor,2024-06-01,Predictive,Drive Motor Trip,Overload,Check Motor & Reduce Load,—,Priya,36,69317,Medium,Deferred,Job closed as per standard checklist
WO-00409,VRM001,Vertical Roller Mill,2023-06-29,Emergency,Separator Failure,Belt Slack,Replace Separator Belt,Separator Drive Belt,Suresh,23,195805,Medium,Deferred,Job closed as per standard checklist
WO-00410,AC001,Air Compressor,2023-01-13,Routine,Oil Leakage,Seal Failure,Replace Oil Seal,Oil Seal 60x80x10,Mahesh,30,18047,Low,Completed,Job closed as per standard checklist
WO-00411,VRM001,Vertical Roller Mill,2023-09-21,Corrective,Hydraulic Pressure Drop,Hydraulic Leak,Repair Hydraulic System & Replace Hose,Hydraulic Hose 1/2 inch,Kiran,8,326184,Medium,Completed,Job closed as per standard checklist
WO-00412,AC001,Air Compressor,2023-02-06,Predictive,Pressure Loss,Valve Leakage,Replace Intake Valve,Intake Valve Kit,Mahesh,18,166158,Low,Deferred,Job closed as per standard checklist
WO-00413,RK001,Rotary Kiln,2024-07-02,Predictive,Refractory Damage,Thermal Stress,Repair Refractory Lining (5 m²),High Alumina Bricks,Suresh,36,363530,High,Deferred,Awaiting spare parts
WO-00414,BM001,Ball Mill,2023-07-08,Routine,Bearing Failure,Poor Lubrication,Replace Bearing & Flush Lubrication System,Spherical Roller Bearing 23264,Kiran,7,194553,High,In Progress,Job closed as per standard checklist
WO-00415,BF001,Bag Filter,2024-01-26,Preventive,Filter Blockage,Dust Accumulation,Clean Filter Bags (Set of 50),PPS Filter Bag,Ravi,2,270839,Low,Pending,Awaiting spare parts
WO-00416,AC001,Air Compressor,2023-01-30,Corrective,Oil Leakage,Seal Failure,Replace Oil Seal,Oil Seal 60x80x10,Ajay,45,342239,Medium,Pending,Job closed as per standard checklist
WO-00417,ENG001,Cummins Engine,2024-08-20,Emergency,Fuel Leakage,Fuel Line Damage,Repair Fuel Line,Fuel Injector Pipe,Ravi,29,410114,Medium,Completed,Awaiting spare parts
WO-00418,BE001,Bucket Elevator,2023-05-27,Emergency,Chain Wear,Fatigue,Replace Chain (Dual Strand),Elevator Chain P=400,Anil,26,229048,Low,Pending,Job closed as per standard checklist
WO-00419,BF001,Bag Filter,2024-09-26,Preventive,Fan Failure,Bearing Fault,Replace Fan Bearings,SKF 22220 Bearing,Ajay,32,288270,Medium,Completed,Job closed as per standard checklist
