IncidentID,EquipmentID,EquipmentName,IncidentDate,IncidentTime,IncidentType,Category,Severity,Description,Location,ReportedBy,Shift,PersonnelInvolved,InjuryType,ImmediateAction,RootCause,CorrectiveAction,Status,DaysLost
INC-00241,VRM001,Vertical Roller Mill,2023-05-21,10:49,Foreign Object,Process,Low,Metal piece detected in separator,Unit-2,Operator-1,B,3,Minor,"Production stopped, supervisor informed",Equipment Aging,PPE compliance reinforced,Closed,6
INC-00242,BM001,Ball Mill,2024-02-04,21:41,Worker Slip,Safety,Low,Worker slipped near lubrication point,Power House,Operator-1,C,1,None,"First aid administered, ambulance called",Procedural Lapse,Frequency of inspection increased,Investigating,0
INC-00243,VRM001,Vertical Roller Mill,2023-04-05,03:27,Foreign Object,Process,Low,Metal piece detected in separator,Power House,Shift Incharge,C,4,Major,Spill contained with absorbent,Human Error,Frequency of inspection increased,Closed,30
INC-00244,VRM001,Vertical Roller Mill,2024-07-16,13:13,Foreign Object,Process,Low,Metal piece detected in separator,Power House,Operator-2,C,0,None,"Area cordoned off, ERT informed",Material Failure,Sensor calibration done,Open,0
INC-00245,BC001,Belt Conveyor,2024-01-13,11:38,Belt Fire,Fire,Critical,Friction caused belt fire at head pulley,Power House,Safety Officer,C,3,None,"Equipment isolated, LOTO applied",Procedural Lapse,Sensor calibration done,Closed,0
INC-00246,ENG001,Cummins Engine,2023-04-17,03:54,Exhaust Leak,Safety,Medium,CO detected near engine room,Silo Area,Maintenance Engineer,B,2,None,"Area cordoned off, ERT informed",Material Failure,Frequency of inspection increased,Open,0
INC-00247,RK001,Rotary Kiln,2023-03-25,10:50,Refractory Collapse,Mechanical,Critical,Refractory lining fell inside kiln,Power House,Maintenance Engineer,B,0,Major,"Production stopped, supervisor informed",Equipment Aging,Sensor calibration done,Open,22
INC-00248,BC001,Belt Conveyor,2023-05-09,04:23,Material Spillage,Environmental,Medium,Material spillage from skirt board,Stockyard,Operator-2,A,1,Minor,"Area cordoned off, ERT informed",Material Failure,Guarding installed,Investigating,28
INC-00249,JC001,Jaw Crusher,2024-04-07,19:06,Boulder Jam,Process,Medium,Oversize boulder jammed jaw opening,Stockyard,Maintenance Engineer,B,2,None,"Equipment isolated, LOTO applied",Inadequate Inspection,PPE compliance reinforced,Investigating,0
INC-00250,AC001,Air Compressor,2024-05-01,19:21,Hot Oil Burn,Safety,Medium,Worker burned during oil change,Silo Area,Operator-1,A,4,None,"Area cordoned off, ERT informed",Material Failure,Frequency of inspection increased,Closed,0
INC-00251,RK001,Rotary Kiln,2023-01-14,10:56,Burner Flashback,Fire,Critical,Burner flashback injured operator,Unit-1,Operator-2,C,0,None,"Equipment isolated, LOTO applied",Procedural Lapse,PPE compliance reinforced,Open,0
INC-00252,BM001,Ball Mill,2023-09-22,02:13,Oil Spill,Environmental,Medium,Approx 50 L gear oil spilled during change,Unit-1,Operator-1,B,4,None,"Production stopped, supervisor informed",Equipment Aging,Frequency of inspection increased,Open,0
INC-00253,BC001,Belt Conveyor,2024-02-17,04:41,Belt Fire,Fire,Critical,Friction caused belt fire at head pulley,Unit-1,Maintenance Engineer,B,0,None,Fire extinguisher deployed,Human Error,Procedure updated,Investigating,0
INC-00254,BF001,Bag Filter,2023-06-07,09:38,Emission Exceedance,Environmental,Medium,Particulate emission exceeded limit,Power House,Shift Incharge,C,0,None,Fire extinguisher deployed,Inadequate Inspection,Procedure updated,Closed,0
INC-00255,PU001,Centrifugal Pump,2024-07-29,08:24,Seal Burst,Mechanical,High,Sudden seal failure caused water spray,Stockyard,Operator-2,C,5,None,Fire extinguisher deployed,Design Defect,Sensor calibration done,Investigating,0
INC-00256,BM001,Ball Mill,2023-01-08,20:13,Worker Slip,Safety,Low,Worker slipped near lubrication point,Silo Area,Shift Incharge,B,4,Minor,"Equipment isolated, LOTO applied",Material Failure,Sensor calibration done,Investigating,13
INC-00257,JC001,Jaw Crusher,2023-08-31,11:48,Noise Violation,Environmental,Low,Noise exceeded 90 dB during operation,Silo Area,Shift Incharge,C,0,None,"Production stopped, supervisor informed",Environmental Factor,Guarding installed,Closed,0
INC-00258,JC001,Jaw Crusher,2024-08-04,10:15,Noise Violation,Environmental,Low,Noise exceeded 90 dB during operation,Unit-1,Operator-1,B,5,None,"Equipment isolated, LOTO applied",Human Error,Guarding installed,Investigating,0
INC-00259,VRM001,Vertical Roller Mill,2023-03-26,20:37,Dust Emission,Environmental,Medium,Excess dust leak from mill casing,Power House,Maintenance Engineer,A,0,Minor,Spill contained with absorbent,Human Error,Procedure updated,Investigating,24
INC-00260,BF001,Bag Filter,2024-02-28,16:29,Bag House Fire,Fire,Critical,Sparks ignited dust in bag filter,Power House,Operator-2,A,0,Major,"Area cordoned off, ERT informed",Equipment Aging,Guarding installed,Investigating,25
INC-00261,JC001,Jaw Crusher,2024-11-26,16:18,Boulder Jam,Process,Medium,Oversize boulder jammed jaw opening,Power House,Shift Incharge,A,4,Minor,Fire extinguisher deployed,Inadequate Inspection,PPE compliance reinforced,Open,24
INC-00262,JC001,Jaw Crusher,2023-04-08,05:59,Flywheel Injury,Safety,High,Worker hand caught between belt & flywheel,Power House,Operator-2,A,0,None,Spill contained with absorbent,Environmental Factor,Frequency of inspection increased,Investigating,0
INC-00263,BF001,Bag Filter,2024-07-08,04:56,Emission Exceedance,Environmental,Medium,Particulate emission exceeded limit,Silo Area,Operator-1,C,0,None,"Production stopped, supervisor informed",Human Error,Re-training scheduled,Investigating,0
INC-00264,JC001,Jaw Crusher,2024-08-28,14:29,Boulder Jam,Process,Medium,Oversize boulder jammed jaw opening,Stockyard,Operator-2,B,3,Minor,"First aid administered, ambulance called",Design Defect,Frequency of inspection increased,Open,28
INC-00265,RK001,Rotary Kiln,2024-05-24,20:01,Hot Spot on Shell,Safety,High,Shell temperature exceeded 400°C,Silo Area,Operator-2,A,5,None,Spill contained with absorbent,Environmental Factor,PPE compliance reinforced,Open,0
INC-00266,VRM001,Vertical Roller Mill,2024-08-30,19:11,Hydraulic Hose Burst,Mechanical,High,"High pressure hose burst, oil spray",Unit-1,Maintenance Engineer,C,1,Minor,"First aid administered, ambulance called",Inadequate Inspection,Frequency of inspection increased,Open,18
INC-00267,PU001,Centrifugal Pump,2023-09-10,17:18,Seal Burst,Mechanical,High,Sudden seal failure caused water spray,Silo Area,Operator-1,A,0,None,"First aid administered, ambulance called",Design Defect,Procedure updated,Open,0
INC-00268,JC001,Jaw Crusher,2023-03-29,13:35,Boulder Jam,Process,Medium,Oversize boulder jammed jaw opening,Unit-1,Shift Incharge,A,1,None,Fire extinguisher deployed,Equipment Aging,Re-training scheduled,Closed,0
INC-00269,BC001,Belt Conveyor,2024-08-11,05:18,Material Spillage,Environmental,Medium,Material spillage from skirt board,Silo Area,Shift Incharge,B,5,None,Fire extinguisher deployed,Human Error,Procedure updated,Open,0
INC-00270,BM001,Ball Mill,2023-06-16,02:17,Bearing Overheating,Mechanical,High,Smoke detected from pinion bearing,Unit-2,Safety Officer,C,3,None,"First aid administered, ambulance called",Design Defect,PPE compliance reinforced,Open,0
INC-00271,BE001,Bucket Elevator,2023-07-13,01:55,Fall Hazard,Safety,Medium,Guard rail damaged at elevation platform,Silo Area,Operator-2,A,2,None,"Equipment isolated, LOTO applied",Procedural Lapse,PPE compliance reinforced,Investigating,0
INC-00272,ENG001,Cummins Engine,2023-11-03,23:59,Exhaust Leak,Safety,Medium,CO detected near engine room,Unit-1,Operator-1,C,5,None,Spill contained with absorbent,Material Failure,PPE compliance reinforced,Investigating,0
INC-00273,JC001,Jaw Crusher,2023-06-24,03:13,Flywheel Injury,Safety,High,Worker hand caught between belt & flywheel,Stockyard,Operator-1,C,3,None,"Area cordoned off, ERT informed",Equipment Aging,Sensor calibration done,Investigating,0
INC-00274,BM001,Ball Mill,2024-10-31,00:51,Oil Spill,Environmental,Medium,Approx 50 L gear oil spilled during change,Unit-1,Safety Officer,C,5,Major,"First aid administered, ambulance called",Environmental Factor,Re-training scheduled,Investigating,7
INC-00275,AC001,Air Compressor,2023-09-04,23:06,Noise Exceedance,Environmental,Low,Compressor noise above threshold,Unit-1,Maintenance Engineer,A,4,None,"First aid administered, ambulance called",Inadequate Inspection,Procedure updated,Investigating,0
INC-00276,VRM001,Vertical Roller Mill,2024-11-27,19:26,Dust Emission,Environmental,Medium,Excess dust leak from mill casing,Unit-2,Operator-1,A,0,None,Spill contained with absorbent,Procedural Lapse,PPE compliance reinforced,Open,0
INC-00277,BC001,Belt Conveyor,2024-04-30,23:46,Material Spillage,Environmental,Medium,Material spillage from skirt board,Power House,Operator-1,C,5,None,"Area cordoned off, ERT informed",Procedural Lapse,PPE compliance reinforced,Investigating,0
INC-00278,PU001,Centrifugal Pump,2023-01-22,12:16,Electric Shock,Electrical,Critical,Operator received mild shock from panel,Silo Area,Shift Incharge,B,3,None,"Production stopped, supervisor informed",Inadequate Inspection,Guarding installed,Closed,0
INC-00279,PU001,Centrifugal Pump,2023-01-15,05:17,Electric Shock,Electrical,Critical,Operator received mild shock from panel,Stockyard,Operator-2,C,3,Minor,"Production stopped, supervisor informed",Environmental Factor,Frequency of inspection increased,Open,5
INC-00280,BM001,Ball Mill,2024-09-26,21:40,Bearing Overheating,Mechanical,High,Smoke detected from pinion bearing,Silo Area,Operator-2,A,5,None,"Production stopped, supervisor informed",Equipment Aging,Re-training scheduled,Investigating,0
INC-00281,VRM001,Vertical Roller Mill,2023-05-22,01:02,Dust Emission,Environmental,Medium,Excess dust leak from mill casing,Stockyard,Maintenance Engineer,A,4,Major,"Production stopped, supervisor informed",Environmental Factor,Sensor calibration done,Investigating,18
INC-00282,VRM001,Vertical Roller Mill,2024-10-22,08:05,Foreign Object,Process,Low,Metal piece detected in separator,Unit-1,Shift Incharge,C,2,Minor,"Equipment isolated, LOTO applied",Procedural Lapse,Sensor calibration done,Investigating,28
INC-00283,ENG001,Cummins Engine,2024-09-12,19:30,Fuel Spill,Environmental,Medium,Diesel spill during refueling,Unit-2,Operator-2,B,3,None,"Production stopped, supervisor informed",Environmental Factor,Re-training scheduled,Closed,0
INC-00284,JC001,Jaw Crusher,2024-04-13,23:11,Boulder Jam,Process,Medium,Oversize boulder jammed jaw opening,Power House,Operator-1,B,1,None,"Equipment isolated, LOTO applied",Procedural Lapse,PPE compliance reinforced,Open,0
INC-00285,JC001,Jaw Crusher,2024-11-04,21:00,Noise Violation,Environmental,Low,Noise exceeded 90 dB during operation,Silo Area,Operator-1,A,5,None,"Area cordoned off, ERT informed",Environmental Factor,Procedure updated,Open,0
INC-00286,BF001,Bag Filter,2024-04-14,11:28,Bag House Fire,Fire,Critical,Sparks ignited dust in bag filter,Silo Area,Operator-1,C,1,Minor,"First aid administered, ambulance called",Design Defect,PPE compliance reinforced,Investigating,12
INC-00287,BE001,Bucket Elevator,2024-06-22,10:10,Chain Snapping,Mechanical,Critical,"Elevator chain snapped, buckets fell",Unit-1,Shift Incharge,B,3,Minor,"Equipment isolated, LOTO applied",Material Failure,Procedure updated,Open,25
INC-00288,AC001,Air Compressor,2023-03-12,19:59,Noise Exceedance,Environmental,Low,Compressor noise above threshold,Unit-2,Maintenance Engineer,B,1,None,"Equipment isolated, LOTO applied",Human Error,Procedure updated,Investigating,0
INC-00289,JC001,Jaw Crusher,2023-10-31,14:59,Flywheel Injury,Safety,High,Worker hand caught between belt & flywheel,Unit-1,Safety Officer,A,2,Minor,Fire extinguisher deployed,Design Defect,PPE compliance reinforced,Closed,4
INC-00290,BM001,Ball Mill,2023-04-18,07:35,Worker Slip,Safety,Low,Worker slipped near lubrication point,Stockyard,Safety Officer,B,1,None,"Production stopped, supervisor informed",Human Error,Guarding installed,Investigating,0
INC-00291,BM001,Ball Mill,2023-09-30,01:18,Worker Slip,Safety,Low,Worker slipped near lubrication point,Unit-1,Safety Officer,A,5,None,"Production stopped, supervisor informed",Inadequate Inspection,PPE compliance reinforced,Investigating,0
INC-00292,BF001,Bag Filter,2024-04-02,00:20,Confined Space Hazard,Safety,High,Worker entered without gas test,Silo Area,Safety Officer,A,2,None,Fire extinguisher deployed,Procedural Lapse,Sensor calibration done,Closed,0
INC-00293,BC001,Belt Conveyor,2024-11-03,13:46,Material Spillage,Environmental,Medium,Material spillage from skirt board,Stockyard,Operator-1,C,5,None,"First aid administered, ambulance called",Material Failure,Guarding installed,Closed,0
INC-00294,PU001,Centrifugal Pump,2023-12-14,07:30,Near Miss,Safety,Low,Wrench fell from pump platform,Unit-1,Safety Officer,C,3,None,Spill contained with absorbent,Equipment Aging,Guarding installed,Closed,0
INC-00295,BE001,Bucket Elevator,2024-07-19,14:27,Chain Snapping,Mechanical,Critical,"Elevator chain snapped, buckets fell",Silo Area,Maintenance Engineer,B,3,None,"Production stopped, supervisor informed",Design Defect,Guarding installed,Open,0
INC-00296,PU001,Centrifugal Pump,2024-08-12,18:59,Near Miss,Safety,Low,Wrench fell from pump platform,Stockyard,Operator-1,C,3,None,"Area cordoned off, ERT informed",Inadequate Inspection,Frequency of inspection increased,Closed,0
INC-00297,RK001,Rotary Kiln,2024-10-27,08:55,Burner Flashback,Fire,Critical,Burner flashback injured operator,Power House,Safety Officer,C,0,Minor,"Equipment isolated, LOTO applied",Design Defect,Re-training scheduled,Investigating,1
INC-00298,ENG001,Cummins Engine,2023-12-23,10:12,Engine Fire,Fire,Critical,Turbocharger oil leak led to fire,Silo Area,Operator-2,B,5,None,"Area cordoned off, ERT informed",Inadequate Inspection,PPE compliance reinforced,Investigating,0
INC-00299,VRM001,Vertical Roller Mill,2024-10-15,04:12,Dust Emission,Environmental,Medium,Excess dust leak from mill casing,Power House,Operator-1,B,0,None,"Production stopped, supervisor informed",Environmental Factor,Frequency of inspection increased,Open,0
INC-00300,VRM001,Vertical Roller Mill,2023-05-06,14:40,Dust Emission,Environmental,Medium,Excess dust leak from mill casing,Unit-2,Operator-2,C,1,None,Fire extinguisher deployed,Human Error,Sensor calibration done,Open,0
INC-00301,BC001,Belt Conveyor,2023-02-22,07:19,Material Spillage,Environmental,Medium,Material spillage from skirt board,Unit-2,Operator-1,B,3,None,Fire extinguisher deployed,Procedural Lapse,Procedure updated,Investigating,0
INC-00302,BM001,Ball Mill,2023-06-12,15:35,Worker Slip,Safety,Low,Worker slipped near lubrication point,Unit-1,Maintenance Engineer,B,2,None,"First aid administered, ambulance called",Inadequate Inspection,PPE compliance reinforced,Open,0
INC-00303,ENG001,Cummins Engine,2023-03-19,13:32,Engine Fire,Fire,Critical,Turbocharger oil leak led to fire,Unit-2,Safety Officer,C,5,Minor,Spill contained with absorbent,Equipment Aging,Procedure updated,Investigating,24
INC-00304,JC001,Jaw Crusher,2024-12-10,05:34,Boulder Jam,Process,Medium,Oversize boulder jammed jaw opening,Unit-1,Shift Incharge,B,0,None,"Equipment isolated, LOTO applied",Design Defect,Re-training scheduled,Investigating,0
INC-00305,PU001,Centrifugal Pump,2024-03-27,17:08,Seal Burst,Mechanical,High,Sudden seal failure caused water spray,Silo Area,Shift Incharge,A,0,None,"Area cordoned off, ERT informed",Procedural Lapse,Frequency of inspection increased,Open,0
INC-00306,PU001,Centrifugal Pump,2024-12-24,16:23,Seal Burst,Mechanical,High,Sudden seal failure caused water spray,Stockyard,Shift Incharge,A,0,None,"Area cordoned off, ERT informed",Procedural Lapse,Frequency of inspection increased,Investigating,0
INC-00307,VRM001,Vertical Roller Mill,2024-08-31,00:47,Hydraulic Hose Burst,Mechanical,High,"High pressure hose burst, oil spray",Power House,Maintenance Engineer,C,0,Minor,Spill contained with absorbent,Procedural Lapse,Guarding installed,Closed,14
INC-00308,ENG001,Cummins Engine,2023-08-04,07:57,Engine Fire,Fire,Critical,Turbocharger oil leak led to fire,Silo Area,Operator-2,A,5,Major,"First aid administered, ambulance called",Human Error,Frequency of inspection increased,Closed,22
INC-00309,BF001,Bag Filter,2023-01-15,23:37,Emission Exceedance,Environmental,Medium,Particulate emission exceeded limit,Power House,Shift Incharge,B,0,None,"Equipment isolated, LOTO applied",Design Defect,Re-training scheduled,Closed,0
INC-00310,ENG001,Cummins Engine,2024-05-15,04:01,Fuel Spill,Environmental,Medium,Diesel spill during refueling,Power House,Shift Incharge,A,4,None,"Equipment isolated, LOTO applied",Inadequate Inspection,Guarding installed,Open,0
INC-00311,VRM001,Vertical Roller Mill,2023-11-30,17:04,Dust Emission,Environmental,Medium,Excess dust leak from mill casing,Power House,Safety Officer,B,3,Minor,"Area cordoned off, ERT informed",Environmental Factor,PPE compliance reinforced,Investigating,4
INC-00312,BE001,Bucket Elevator,2024-01-25,21:30,Chain Snapping,Mechanical,Critical,"Elevator chain snapped, buckets fell",Unit-1,Operator-2,A,5,None,"Equipment isolated, LOTO applied",Material Failure,Sensor calibration done,Open,0
INC-00313,JC001,Jaw Crusher,2023-12-31,08:31,Noise Violation,Environmental,Low,Noise exceeded 90 dB during operation,Silo Area,Operator-2,C,0,None,"Production stopped, supervisor informed",Procedural Lapse,Procedure updated,Investigating,0
INC-00314,BF001,Bag Filter,2023-04-13,19:13,Confined Space Hazard,Safety,High,Worker entered without gas test,Power House,Operator-2,C,2,None,"Area cordoned off, ERT informed",Human Error,PPE compliance reinforced,Investigating,0
INC-00315,PU001,Centrifugal Pump,2023-03-01,16:12,Seal Burst,Mechanical,High,Sudden seal failure caused water spray,Unit-2,Shift Incharge,B,2,None,"Equipment isolated, LOTO applied",Procedural Lapse,PPE compliance reinforced,Open,0
INC-00316,RK001,Rotary Kiln,2023-12-10,18:29,Burner Flashback,Fire,Critical,Burner flashback injured operator,Silo Area,Shift Incharge,A,1,None,Fire extinguisher deployed,Environmental Factor,Re-training scheduled,Investigating,0
INC-00317,BF001,Bag Filter,2023-04-18,04:53,Confined Space Hazard,Safety,High,Worker entered without gas test,Power House,Operator-2,A,2,Major,"First aid administered, ambulance called",Human Error,Sensor calibration done,Closed,28
INC-00318,PU001,Centrifugal Pump,2023-12-13,10:12,Electric Shock,Electrical,Critical,Operator received mild shock from panel,Unit-2,Operator-1,B,1,None,"First aid administered, ambulance called",Design Defect,Sensor calibration done,Closed,0
INC-00319,BC001,Belt Conveyor,2023-03-04,16:23,Belt Fire,Fire,Critical,Friction caused belt fire at head pulley,Silo Area,Safety Officer,C,4,Minor,"First aid administered, ambulance called",Design Defect,Guarding installed,Closed,9
INC-00320,BM001,Ball Mill,2024-12-27,18:51,Worker Slip,Safety,Low,Worker slipped near lubrication point,Power House,Operator-2,C,1,None,"Area cordoned off, ERT informed",Design Defect,PPE compliance reinforced,Closed,0
INC-00321,BF001,Bag Filter,2023-07-16,02:04,Emission Exceedance,Environmental,Medium,Particulate emission exceeded limit,Unit-1,Maintenance Engineer,A,4,Major,"Production stopped, supervisor informed",Environmental Factor,Re-training scheduled,Open,17
INC-00322,VRM001,Vertical Roller Mill,2023-03-11,06:34,Foreign Object,Process,Low,Metal piece detected in separator,Silo Area,Shift Incharge,C,2,Minor,"First aid administered, ambulance called",Equipment Aging,PPE compliance reinforced,Investigating,28
INC-00323,BE001,Bucket Elevator,2024-02-02,01:41,Fall Hazard,Safety,Medium,Guard rail damaged at elevation platform,Silo Area,Shift Incharge,B,2,None,"Area cordoned off, ERT informed",Equipment Aging,Guarding installed,Investigating,0
INC-00324,PU001,Centrifugal Pump,2024-01-13,13:24,Electric Shock,Electrical,Critical,Operator received mild shock from panel,Unit-1,Operator-1,B,3,None,"First aid administered, ambulance called",Design Defect,Guarding installed,Investigating,0
INC-00325,VRM001,Vertical Roller Mill,2023-01-28,10:04,Hydraulic Hose Burst,Mechanical,High,"High pressure hose burst, oil spray",Unit-2,Safety Officer,C,5,None,"Production stopped, supervisor informed",Inadequate Inspection,Procedure updated,Open,0
INC-00326,AC001,Air Compressor,2023-07-27,06:19,Hot Oil Burn,Safety,Medium,Worker burned during oil change,Unit-1,Maintenance Engineer,B,4,None,"Production stopped, supervisor informed",Human Error,Sensor calibration done,Open,0
INC-00327,ENG001,Cummins Engine,2023-08-11,04:50,Engine Fire,Fire,Critical,Turbocharger oil leak led to fire,Stockyard,Shift Incharge,A,1,Minor,"Equipment isolated, LOTO applied",Human Error,Procedure updated,Open,9
INC-00328,BE001,Bucket Elevator,2023-03-04,21:35,Fall Hazard,Safety,Medium,Guard rail damaged at elevation platform,Unit-2,Operator-1,C,0,None,"Equipment isolated, LOTO applied",Human Error,Sensor calibration done,Investigating,0
INC-00329,AC001,Air Compressor,2023-04-23,23:21,Hot Oil Burn,Safety,Medium,Worker burned during oil change,Unit-2,Shift Incharge,C,1,None,"Production stopped, supervisor informed",Procedural Lapse,PPE compliance reinforced,Open,0
INC-00330,BE001,Bucket Elevator,2023-02-06,12:36,Dust Explosion Risk,Safety,High,Hot spot detected in casing,Unit-1,Safety Officer,B,0,Minor,Fire extinguisher deployed,Equipment Aging,Frequency of inspection increased,Investigating,26
INC-00331,AC001,Air Compressor,2023-02-26,11:12,Pressure Vessel Leak,Mechanical,High,Air receiver developed crack,Unit-1,Operator-1,C,3,None,Spill contained with absorbent,Material Failure,Guarding installed,Open,0
INC-00332,AC001,Air Compressor,2024-08-26,04:32,Pressure Vessel Leak,Mechanical,High,Air receiver developed crack,Unit-2,Operator-1,C,1,None,Fire extinguisher deployed,Procedural Lapse,PPE compliance reinforced,Closed,0
INC-00333,BM001,Ball Mill,2023-07-31,23:30,Oil Spill,Environmental,Medium,Approx 50 L gear oil spilled during change,Silo Area,Safety Officer,A,1,None,"Area cordoned off, ERT informed",Environmental Factor,Procedure updated,Open,0
INC-00334,ENG001,Cummins Engine,2023-05-16,19:12,Engine Fire,Fire,Critical,Turbocharger oil leak led to fire,Unit-2,Operator-1,A,5,None,Spill contained with absorbent,Material Failure,Guarding installed,Closed,0
INC-00335,VRM001,Vertical Roller Mill,2023-07-09,23:53,Dust Emission,Environmental,Medium,Excess dust leak from mill casing,Unit-1,Operator-1,B,0,Minor,"Production stopped, supervisor informed",Material Failure,Re-training scheduled,Closed,3
INC-00336,JC001,Jaw Crusher,2023-12-01,21:53,Flywheel Injury,Safety,High,Worker hand caught between belt & flywheel,Unit-2,Operator-1,C,3,Minor,"Equipment isolated, LOTO applied",Procedural Lapse,Frequency of inspection increased,Closed,3
INC-00337,BM001,Ball Mill,2024-10-19,09:55,Bearing Overheating,Mechanical,High,Smoke detected from pinion bearing,Unit-1,Operator-2,C,5,None,Fire extinguisher deployed,Procedural Lapse,Guarding installed,Closed,0
INC-00338,PU001,Centrifugal Pump,2023-09-05,08:51,Electric Shock,Electrical,Critical,Operator received mild shock from panel,Stockyard,Shift Incharge,A,3,None,Fire extinguisher deployed,Environmental Factor,Sensor calibration done,Open,0
INC-00339,VRM001,Vertical Roller Mill,2023-03-19,16:23,Hydraulic Hose Burst,Mechanical,High,"High pressure hose burst, oil spray",Unit-2,Operator-1,C,0,None,"Area cordoned off, ERT informed",Material Failure,Frequency of inspection increased,Closed,0
INC-00340,ENG001,Cummins Engine,2024-09-15,05:41,Exhaust Leak,Safety,Medium,CO detected near engine room,Unit-2,Maintenance Engineer,C,5,Minor,"First aid administered, ambulance called",Equipment Aging,Sensor calibration done,Closed,19
INC-00341,VRM001,Vertical Roller Mill,2024-12-30,06:04,Dust Emission,Environmental,Medium,Excess dust leak from mill casing,Unit-1,Shift Incharge,A,0,None,"Equipment isolated, LOTO applied",Equipment Aging,Procedure updated,Investigating,0
INC-00342,VRM001,Vertical Roller Mill,2024-09-21,15:49,Foreign Object,Process,Low,Metal piece detected in separator,Stockyard,Shift Incharge,B,5,Minor,Spill contained with absorbent,Design Defect,Re-training scheduled,Open,10
INC-00343,PU001,Centrifugal Pump,2024-07-27,04:05,Electric Shock,Electrical,Critical,Operator received mild shock from panel,Silo Area,Operator-2,A,4,None,Spill contained with absorbent,Environmental Factor,PPE compliance reinforced,Open,0
INC-00344,BE001,Bucket Elevator,2024-05-11,17:24,Fall Hazard,Safety,Medium,Guard rail damaged at elevation platform,Silo Area,Maintenance Engineer,A,0,None,Spill contained with absorbent,Material Failure,Procedure updated,Open,0
INC-00345,PU001,Centrifugal Pump,2023-08-13,09:13,Electric Shock,Electrical,Critical,Operator received mild shock from panel,Silo Area,Maintenance Engineer,B,1,Minor,"Area cordoned off, ERT informed",Material Failure,Procedure updated,Open,2
INC-00346,PU001,Centrifugal Pump,2024-06-11,01:32,Electric Shock,Electrical,Critical,Operator received mild shock from panel,Unit-1,Operator-1,A,0,Minor,"Equipment isolated, LOTO applied",Procedural Lapse,Procedure updated,Closed,30
INC-00347,BC001,Belt Conveyor,2024-01-21,15:00,Material Spillage,Environmental,Medium,Material spillage from skirt board,Power House,Operator-2,A,2,Major,"Production stopped, supervisor informed",Material Failure,Guarding installed,Open,15
INC-00348,BE001,Bucket Elevator,2024-08-12,01:33,Dust Explosion Risk,Safety,High,Hot spot detected in casing,Unit-2,Operator-1,C,3,None,"First aid administered, ambulance called",Equipment Aging,Re-training scheduled,Open,0
INC-00349,ENG001,Cummins Engine,2024-03-10,17:15,Engine Fire,Fire,Critical,Turbocharger oil leak led to fire,Unit-2,Operator-2,A,4,None,"First aid administered, ambulance called",Procedural Lapse,Frequency of inspection increased,Closed,0
INC-00350,RK001,Rotary Kiln,2023-06-29,00:16,Burner Flashback,Fire,Critical,Burner flashback injured operator,Unit-1,Maintenance Engineer,C,2,None,"Production stopped, supervisor informed",Inadequate Inspection,PPE compliance reinforced,Closed,0
INC-00351,AC001,Air Compressor,2024-09-05,01:57,Pressure Vessel Leak,Mechanical,High,Air receiver developed crack,Power House,Safety Officer,A,5,None,"Production stopped, supervisor informed",Material Failure,Guarding installed,Investigating,0
INC-00352,RK001,Rotary Kiln,2023-02-23,12:19,Refractory Collapse,Mechanical,Critical,Refractory lining fell inside kiln,Stockyard,Safety Officer,C,4,Minor,"Equipment isolated, LOTO applied",Equipment Aging,PPE compliance reinforced,Investigating,12
INC-00353,VRM001,Vertical Roller Mill,2023-04-12,21:49,Hydraulic Hose Burst,Mechanical,High,"High pressure hose burst, oil spray",Silo Area,Maintenance Engineer,A,0,None,Spill contained with absorbent,Material Failure,Re-training scheduled,Investigating,0
INC-00354,RK001,Rotary Kiln,2023-01-06,02:54,Hot Spot on Shell,Safety,High,Shell temperature exceeded 400°C,Stockyard,Operator-1,C,2,Major,"First aid administered, ambulance called",Human Error,Re-training scheduled,Closed,5
INC-00355,PU001,Centrifugal Pump,2024-08-13,11:46,Electric Shock,Electrical,Critical,Operator received mild shock from panel,Power House,Operator-1,C,0,None,Fire extinguisher deployed,Equipment Aging,Re-training scheduled,Open,0
INC-00356,PU001,Centrifugal Pump,2024-10-11,10:19,Seal Burst,Mechanical,High,Sudden seal failure caused water spray,Power House,Operator-2,A,4,None,"Equipment isolated, LOTO applied",Procedural Lapse,Procedure updated,Closed,0
INC-00357,BM001,Ball Mill,2023-06-07,11:23,Bearing Overheating,Mechanical,High,Smoke detected from pinion bearing,Unit-1,Operator-2,A,1,None,"Equipment isolated, LOTO applied",Procedural Lapse,Guarding installed,Open,0
INC-00358,BE001,Bucket Elevator,2023-05-08,08:10,Dust Explosion Risk,Safety,High,Hot spot detected in casing,Unit-1,Shift Incharge,C,3,Major,Fire extinguisher deployed,Design Defect,Sensor calibration done,Closed,4
INC-00359,BC001,Belt Conveyor,2023-03-06,22:46,Hand Injury,Safety,High,Worker finger caught in idler,Power House,Safety Officer,C,2,Minor,Fire extinguisher deployed,Environmental Factor,PPE compliance reinforced,Open,24
INC-00360,BF001,Bag Filter,2024-11-26,09:19,Emission Exceedance,Environmental,Medium,Particulate emission exceeded limit,Power House,Shift Incharge,B,5,None,"Production stopped, supervisor informed",Material Failure,PPE compliance reinforced,Open,0
