InspectionID,EquipmentID,EquipmentName,InspectionDate,Inspector,InspectionType,Checkpoints,Readings,Result,Findings,Recommendations,NextInspectionDate,Status
INS-00001,BE001,Bucket Elevator,2024-09-28,Safety-Team,Quarterly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 38.2 mm/s | Belt Slippage: 13.5 mm/s | Bearing Temp: 58.3 °C | Drive Current: 41.8 A | Take-up Position: 49.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-09-28,Completed
INS-00251,BF001,Bag Filter,2024-03-22,Maintenance-Team,Monthly,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 17.9 bar | Compressor Pressure: 44.6 bar | Filter Condition: 26.2 mm/s | Fan Vibration: 87.3 mm/s | Dust Emission: 60.0 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-06-20,Completed
INS-00252,PU001,Centrifugal Pump,2023-09-18,Production-Team,Quarterly,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 22.0 bar | Vibration: 52.5 mm/s | Seal Condition: 23.8 mm/s | Bearing Temp: 17.3 °C | Motor Amps: 39.1 A,Conditional Pass,Minor deviation in Discharge Pressure,Schedule follow-up within 7 days,2023-12-17,Action Pending
INS-00253,VRM001,Vertical Roller Mill,2024-08-20,Production-Team,Daily,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 18.8 bar | Roller Gap: 48.7 mm/s | Gearbox Oil Level: 65.6 mm/s | Vibration: 62.8 mm/s | Mill DP: 46.6 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-11-18,Completed
INS-00254,RK001,Rotary Kiln,2024-04-27,Third-Party-Auditor,Monthly,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 70.5 °C | Burning Zone Temp: 23.6 °C | Drive Torque: 27.4 mm/s | Tyre Migration: 28.4 mm/s | ID Fan Draft: 40.8 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-05-04,Completed
INS-00255,AC001,Air Compressor,2024-08-12,QA-Team,Annual,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 12.6 bar | Oil Level: 39.8 mm/s | Air Temperature: 19.7 °C | Motor Amps: 27.4 A | Safety Valve: 20.1 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-08-19,Completed
INS-00256,BM001,Ball Mill,2024-11-06,Production-Team,Weekly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 46.6 °C | Oil Pressure: 54.9 bar | Motor Current: 68.8 A | Shell Temperature: 84.8 °C | Lubrication Flow: 63.1 mm/s,Conditional Pass,Minor deviation in Oil Pressure,Schedule follow-up within 7 days,2024-11-07,Action Pending
INS-00257,PU001,Centrifugal Pump,2023-02-12,QA-Team,Daily,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 77.4 bar | Vibration: 44.1 mm/s | Seal Condition: 21.1 mm/s | Bearing Temp: 76.9 °C | Motor Amps: 12.6 A,Fail,Critical deviation in Vibration,"Immediate maintenance required, equipment taken offline",2024-02-12,Action Pending
INS-00258,BM001,Ball Mill,2024-02-14,QA-Team,Annual,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 15.1 °C | Oil Pressure: 29.4 bar | Motor Current: 70.5 A | Shell Temperature: 60.1 °C | Lubrication Flow: 71.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-02-21,Completed
INS-00259,BE001,Bucket Elevator,2024-01-23,Maintenance-Team,Daily,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 80.1 mm/s | Belt Slippage: 68.5 mm/s | Bearing Temp: 70.4 °C | Drive Current: 61.7 A | Take-up Position: 14.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-02-22,Completed
INS-00260,PU001,Centrifugal Pump,2023-09-03,QA-Team,Daily,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 80.2 bar | Vibration: 28.3 mm/s | Seal Condition: 22.6 mm/s | Bearing Temp: 89.5 °C | Motor Amps: 78.5 A,Pass,All parameters within normal range,Continue routine monitoring,2024-09-02,Completed
INS-00261,BC001,Belt Conveyor,2023-03-15,Safety-Team,Monthly,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 18.9 mm/s | Idler Condition: 73.1 mm/s | Belt Tension: 24.3 mm/s | Motor Amps: 54.1 A | Slip Detection: 80.5 mm/s,Conditional Pass,Minor deviation in Belt Alignment,Schedule follow-up within 7 days,2023-03-16,Action Pending
INS-00262,BM001,Ball Mill,2023-12-25,Maintenance-Team,Daily,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 23.0 °C | Oil Pressure: 44.4 bar | Motor Current: 17.1 A | Shell Temperature: 60.8 °C | Lubrication Flow: 68.5 mm/s,Fail,Critical deviation in Bearing Temp,"Immediate maintenance required, equipment taken offline",2023-12-26,Action Pending
INS-00263,VRM001,Vertical Roller Mill,2023-08-01,QA-Team,Annual,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 85.2 bar | Roller Gap: 42.9 mm/s | Gearbox Oil Level: 17.6 mm/s | Vibration: 10.7 mm/s | Mill DP: 11.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-08-31,Completed
INS-00264,ENG001,Cummins Engine,2024-01-20,Third-Party-Auditor,Annual,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 88.0 bar | Coolant Temp: 29.3 °C | Battery Voltage: 62.7 mm/s | Exhaust Temp: 12.1 °C | RPM: 28.8 mm/s,Fail,Critical deviation in Oil Pressure,"Immediate maintenance required, equipment taken offline",2024-04-19,Action Pending
INS-00265,JC001,Jaw Crusher,2024-06-23,Production-Team,Annual,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 41.9 mm/s | Bearing Temp: 41.2 °C | Flywheel Alignment: 23.8 mm/s | Motor Amps: 22.9 A | Oil Level: 52.1 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-06-30,Completed
INS-00266,ENG001,Cummins Engine,2023-11-13,Production-Team,Daily,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 41.7 bar | Coolant Temp: 54.2 °C | Battery Voltage: 34.7 mm/s | Exhaust Temp: 69.4 °C | RPM: 51.8 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-02-11,Completed
INS-00267,BM001,Ball Mill,2023-07-20,QA-Team,Annual,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 67.2 °C | Oil Pressure: 21.1 bar | Motor Current: 21.8 A | Shell Temperature: 46.0 °C | Lubrication Flow: 82.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-10-18,Completed
INS-00268,JC001,Jaw Crusher,2024-07-25,QA-Team,Daily,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 65.7 mm/s | Bearing Temp: 41.8 °C | Flywheel Alignment: 33.3 mm/s | Motor Amps: 13.9 A | Oil Level: 60.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-10-23,Completed
INS-00269,RK001,Rotary Kiln,2023-07-15,Third-Party-Auditor,Annual,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 44.0 °C | Burning Zone Temp: 28.0 °C | Drive Torque: 39.5 mm/s | Tyre Migration: 10.8 mm/s | ID Fan Draft: 31.7 mm/s,Fail,Critical deviation in ID Fan Draft,"Immediate maintenance required, equipment taken offline",2023-10-13,Action Pending
INS-00270,ENG001,Cummins Engine,2023-01-08,Third-Party-Auditor,Weekly,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 14.6 bar | Coolant Temp: 32.8 °C | Battery Voltage: 49.1 mm/s | Exhaust Temp: 25.8 °C | RPM: 33.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-01-08,Completed
INS-00271,VRM001,Vertical Roller Mill,2023-06-16,Maintenance-Team,Weekly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 22.4 bar | Roller Gap: 57.4 mm/s | Gearbox Oil Level: 11.6 mm/s | Vibration: 81.4 mm/s | Mill DP: 31.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-07-16,Completed
INS-00272,JC001,Jaw Crusher,2023-05-21,QA-Team,Monthly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 25.2 mm/s | Bearing Temp: 69.2 °C | Flywheel Alignment: 65.9 mm/s | Motor Amps: 62.1 A | Oil Level: 20.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-05-22,Completed
INS-00273,VRM001,Vertical Roller Mill,2024-03-09,QA-Team,Monthly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 65.4 bar | Roller Gap: 73.8 mm/s | Gearbox Oil Level: 56.2 mm/s | Vibration: 14.1 mm/s | Mill DP: 38.0 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-06-07,Completed
INS-00274,ENG001,Cummins Engine,2024-08-16,Production-Team,Quarterly,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 43.2 bar | Coolant Temp: 12.7 °C | Battery Voltage: 62.7 mm/s | Exhaust Temp: 39.1 °C | RPM: 59.7 mm/s,Conditional Pass,Minor deviation in Coolant Temp,Schedule follow-up within 7 days,2024-08-17,Action Pending
INS-00275,BM001,Ball Mill,2024-05-29,Third-Party-Auditor,Annual,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 30.2 °C | Oil Pressure: 31.9 bar | Motor Current: 52.4 A | Shell Temperature: 42.2 °C | Lubrication Flow: 51.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-06-28,Completed
INS-00276,BE001,Bucket Elevator,2023-09-02,QA-Team,Monthly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 16.2 mm/s | Belt Slippage: 20.6 mm/s | Bearing Temp: 14.4 °C | Drive Current: 87.7 A | Take-up Position: 65.9 mm/s,Fail,Critical deviation in Take-up Position,"Immediate maintenance required, equipment taken offline",2023-12-01,Action Pending
INS-00277,BC001,Belt Conveyor,2023-05-11,Third-Party-Auditor,Quarterly,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 65.0 mm/s | Idler Condition: 57.2 mm/s | Belt Tension: 76.9 mm/s | Motor Amps: 37.3 A | Slip Detection: 27.3 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-05-18,Completed
INS-00278,ENG001,Cummins Engine,2024-11-12,Maintenance-Team,Daily,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 49.8 bar | Coolant Temp: 39.0 °C | Battery Voltage: 33.9 mm/s | Exhaust Temp: 84.5 °C | RPM: 27.1 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-02-10,Completed
INS-00279,RK001,Rotary Kiln,2023-09-21,Maintenance-Team,Annual,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 73.3 °C | Burning Zone Temp: 33.0 °C | Drive Torque: 39.7 mm/s | Tyre Migration: 35.3 mm/s | ID Fan Draft: 60.8 mm/s,Fail,Critical deviation in Kiln Shell Temp,"Immediate maintenance required, equipment taken offline",2023-09-28,Action Pending
INS-00280,BM001,Ball Mill,2023-11-05,Maintenance-Team,Monthly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 76.5 °C | Oil Pressure: 17.3 bar | Motor Current: 79.9 A | Shell Temperature: 11.6 °C | Lubrication Flow: 82.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-11-04,Completed
INS-00281,RK001,Rotary Kiln,2023-09-19,Maintenance-Team,Weekly,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 38.4 °C | Burning Zone Temp: 85.3 °C | Drive Torque: 22.5 mm/s | Tyre Migration: 47.1 mm/s | ID Fan Draft: 88.9 mm/s,Fail,Critical deviation in Kiln Shell Temp,"Immediate maintenance required, equipment taken offline",2023-09-20,Action Pending
INS-00282,PU001,Centrifugal Pump,2023-09-16,QA-Team,Annual,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 14.7 bar | Vibration: 38.5 mm/s | Seal Condition: 64.4 mm/s | Bearing Temp: 62.7 °C | Motor Amps: 88.0 A,Pass,All parameters within normal range,Continue routine monitoring,2023-09-17,Completed
INS-00283,PU001,Centrifugal Pump,2023-10-04,Maintenance-Team,Quarterly,Discharge Pressure | Vibration | Seal Condition | Bearing Temp | Motor Amps,Discharge Pressure: 32.8 bar | Vibration: 74.9 mm/s | Seal Condition: 20.3 mm/s | Bearing Temp: 86.0 °C | Motor Amps: 78.1 A,Pass,All parameters within normal range,Continue routine monitoring,2023-10-05,Completed
INS-00284,RK001,Rotary Kiln,2023-03-31,Production-Team,Weekly,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 73.3 °C | Burning Zone Temp: 34.8 °C | Drive Torque: 74.1 mm/s | Tyre Migration: 49.0 mm/s | ID Fan Draft: 46.5 mm/s,Fail,Critical deviation in Drive Torque,"Immediate maintenance required, equipment taken offline",2023-06-29,Action Pending
INS-00285,VRM001,Vertical Roller Mill,2024-07-07,Production-Team,Weekly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 47.4 bar | Roller Gap: 27.0 mm/s | Gearbox Oil Level: 23.4 mm/s | Vibration: 52.2 mm/s | Mill DP: 44.0 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-07-08,Completed
INS-00286,RK001,Rotary Kiln,2023-04-11,Production-Team,Weekly,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 19.3 °C | Burning Zone Temp: 76.6 °C | Drive Torque: 19.7 mm/s | Tyre Migration: 25.9 mm/s | ID Fan Draft: 58.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-05-11,Completed
INS-00287,JC001,Jaw Crusher,2023-11-30,Maintenance-Team,Quarterly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 67.2 mm/s | Bearing Temp: 55.7 °C | Flywheel Alignment: 63.1 mm/s | Motor Amps: 46.9 A | Oil Level: 70.0 mm/s,Fail,Critical deviation in Jaw Plate Gap,"Immediate maintenance required, equipment taken offline",2023-12-30,Action Pending
INS-00288,BF001,Bag Filter,2023-04-26,Safety-Team,Quarterly,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 70.4 bar | Compressor Pressure: 62.5 bar | Filter Condition: 48.5 mm/s | Fan Vibration: 79.9 mm/s | Dust Emission: 61.1 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-05-26,Completed
INS-00289,VRM001,Vertical Roller Mill,2024-03-11,QA-Team,Quarterly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 71.7 bar | Roller Gap: 10.2 mm/s | Gearbox Oil Level: 74.0 mm/s | Vibration: 71.0 mm/s | Mill DP: 64.0 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-03-11,Completed
INS-00290,BM001,Ball Mill,2023-06-04,Safety-Team,Daily,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 64.0 °C | Oil Pressure: 20.0 bar | Motor Current: 29.6 A | Shell Temperature: 28.7 °C | Lubrication Flow: 12.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-06-05,Completed
INS-00291,BM001,Ball Mill,2023-10-14,Production-Team,Annual,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 36.3 °C | Oil Pressure: 84.1 bar | Motor Current: 46.6 A | Shell Temperature: 15.2 °C | Lubrication Flow: 20.3 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-10-13,Completed
INS-00292,RK001,Rotary Kiln,2023-07-13,Maintenance-Team,Daily,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 28.2 °C | Burning Zone Temp: 52.1 °C | Drive Torque: 87.0 mm/s | Tyre Migration: 15.7 mm/s | ID Fan Draft: 83.1 mm/s,Conditional Pass,Minor deviation in Drive Torque,Schedule follow-up within 7 days,2023-07-20,Action Pending
INS-00293,VRM001,Vertical Roller Mill,2023-06-17,Safety-Team,Monthly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 52.9 bar | Roller Gap: 49.4 mm/s | Gearbox Oil Level: 73.5 mm/s | Vibration: 82.8 mm/s | Mill DP: 38.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-06-16,Completed
INS-00294,BC001,Belt Conveyor,2024-04-09,QA-Team,Annual,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 55.6 mm/s | Idler Condition: 20.7 mm/s | Belt Tension: 21.0 mm/s | Motor Amps: 19.1 A | Slip Detection: 55.8 mm/s,Conditional Pass,Minor deviation in Motor Amps,Schedule follow-up within 7 days,2024-04-16,Action Pending
INS-00295,BM001,Ball Mill,2023-01-25,Safety-Team,Quarterly,Bearing Temp | Oil Pressure | Motor Current | Shell Temperature | Lubrication Flow,Bearing Temp: 44.3 °C | Oil Pressure: 34.8 bar | Motor Current: 62.7 A | Shell Temperature: 50.5 °C | Lubrication Flow: 76.1 mm/s,Conditional Pass,Minor deviation in Bearing Temp,Schedule follow-up within 7 days,2023-04-25,Action Pending
INS-00296,VRM001,Vertical Roller Mill,2023-06-05,QA-Team,Quarterly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 55.5 bar | Roller Gap: 47.6 mm/s | Gearbox Oil Level: 42.8 mm/s | Vibration: 71.2 mm/s | Mill DP: 64.0 mm/s,Conditional Pass,Minor deviation in Roller Gap,Schedule follow-up within 7 days,2023-06-12,Action Pending
INS-00297,JC001,Jaw Crusher,2024-08-23,Production-Team,Quarterly,Jaw Plate Gap | Bearing Temp | Flywheel Alignment | Motor Amps | Oil Level,Jaw Plate Gap: 16.0 mm/s | Bearing Temp: 10.1 °C | Flywheel Alignment: 27.4 mm/s | Motor Amps: 16.2 A | Oil Level: 58.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-11-21,Completed
INS-00298,ENG001,Cummins Engine,2023-09-13,Safety-Team,Monthly,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 61.3 bar | Coolant Temp: 64.8 °C | Battery Voltage: 46.3 mm/s | Exhaust Temp: 57.8 °C | RPM: 72.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-12-12,Completed
INS-00299,VRM001,Vertical Roller Mill,2024-01-17,Maintenance-Team,Quarterly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 76.2 bar | Roller Gap: 45.2 mm/s | Gearbox Oil Level: 78.0 mm/s | Vibration: 45.8 mm/s | Mill DP: 39.1 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-04-16,Completed
INS-00300,AC001,Air Compressor,2023-11-18,Third-Party-Auditor,Annual,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 72.9 bar | Oil Level: 54.0 mm/s | Air Temperature: 62.2 °C | Motor Amps: 80.7 A | Safety Valve: 48.1 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-12-18,Completed
INS-00301,BE001,Bucket Elevator,2023-09-28,Third-Party-Auditor,Monthly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 47.5 mm/s | Belt Slippage: 86.7 mm/s | Bearing Temp: 25.7 °C | Drive Current: 18.7 A | Take-up Position: 72.3 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-12-27,Completed
INS-00302,BE001,Bucket Elevator,2024-05-11,Production-Team,Weekly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 21.6 mm/s | Belt Slippage: 78.6 mm/s | Bearing Temp: 81.1 °C | Drive Current: 70.2 A | Take-up Position: 51.3 mm/s,Conditional Pass,Minor deviation in Drive Current,Schedule follow-up within 7 days,2024-05-18,Action Pending
INS-00303,BF001,Bag Filter,2023-03-05,QA-Team,Weekly,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 23.9 bar | Compressor Pressure: 57.9 bar | Filter Condition: 62.8 mm/s | Fan Vibration: 63.8 mm/s | Dust Emission: 70.8 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-03-12,Completed
INS-00304,ENG001,Cummins Engine,2023-01-03,Third-Party-Auditor,Daily,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 81.0 bar | Coolant Temp: 24.4 °C | Battery Voltage: 51.8 mm/s | Exhaust Temp: 87.5 °C | RPM: 55.9 mm/s,Conditional Pass,Minor deviation in Oil Pressure,Schedule follow-up within 7 days,2023-01-10,Action Pending
INS-00305,BF001,Bag Filter,2024-03-31,QA-Team,Daily,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 26.1 bar | Compressor Pressure: 29.5 bar | Filter Condition: 87.2 mm/s | Fan Vibration: 45.2 mm/s | Dust Emission: 49.5 mm/s,Conditional Pass,Minor deviation in Differential Pressure,Schedule follow-up within 7 days,2024-04-07,Action Pending
INS-00306,BC001,Belt Conveyor,2024-08-31,Safety-Team,Daily,Belt Alignment | Idler Condition | Belt Tension | Motor Amps | Slip Detection,Belt Alignment: 25.3 mm/s | Idler Condition: 71.8 mm/s | Belt Tension: 27.0 mm/s | Motor Amps: 76.6 A | Slip Detection: 67.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-09-01,Completed
INS-00307,BE001,Bucket Elevator,2023-01-21,Maintenance-Team,Daily,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 70.8 mm/s | Belt Slippage: 36.1 mm/s | Bearing Temp: 45.6 °C | Drive Current: 56.0 A | Take-up Position: 62.7 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-01-28,Completed
INS-00308,AC001,Air Compressor,2024-07-23,Maintenance-Team,Monthly,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 40.6 bar | Oil Level: 14.0 mm/s | Air Temperature: 46.2 °C | Motor Amps: 38.0 A | Safety Valve: 83.5 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-10-21,Completed
INS-00309,BE001,Bucket Elevator,2024-01-09,QA-Team,Quarterly,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 26.5 mm/s | Belt Slippage: 41.1 mm/s | Bearing Temp: 76.8 °C | Drive Current: 16.9 A | Take-up Position: 20.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-01-08,Completed
INS-00310,ENG001,Cummins Engine,2023-03-13,Third-Party-Auditor,Quarterly,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 69.4 bar | Coolant Temp: 63.6 °C | Battery Voltage: 51.5 mm/s | Exhaust Temp: 13.1 °C | RPM: 37.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-06-11,Completed
INS-00311,VRM001,Vertical Roller Mill,2024-04-13,Production-Team,Daily,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 17.0 bar | Roller Gap: 14.5 mm/s | Gearbox Oil Level: 15.3 mm/s | Vibration: 51.0 mm/s | Mill DP: 19.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2025-04-13,Completed
INS-00312,BF001,Bag Filter,2023-12-28,Third-Party-Auditor,Weekly,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 26.5 bar | Compressor Pressure: 54.5 bar | Filter Condition: 45.2 mm/s | Fan Vibration: 80.8 mm/s | Dust Emission: 81.9 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-12-29,Completed
INS-00313,BE001,Bucket Elevator,2023-03-22,Third-Party-Auditor,Annual,Chain Tension | Belt Slippage | Bearing Temp | Drive Current | Take-up Position,Chain Tension: 86.1 mm/s | Belt Slippage: 54.9 mm/s | Bearing Temp: 14.0 °C | Drive Current: 49.4 A | Take-up Position: 78.8 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-06-20,Completed
INS-00314,VRM001,Vertical Roller Mill,2023-05-14,Production-Team,Quarterly,Hydraulic Pressure | Roller Gap | Gearbox Oil Level | Vibration | Mill DP,Hydraulic Pressure: 81.6 bar | Roller Gap: 68.6 mm/s | Gearbox Oil Level: 75.3 mm/s | Vibration: 77.9 mm/s | Mill DP: 69.2 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2023-08-12,Completed
INS-00315,AC001,Air Compressor,2023-02-10,Maintenance-Team,Monthly,Discharge Pressure | Oil Level | Air Temperature | Motor Amps | Safety Valve,Discharge Pressure: 47.8 bar | Oil Level: 34.1 mm/s | Air Temperature: 39.2 °C | Motor Amps: 73.9 A | Safety Valve: 41.4 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-02-10,Completed
INS-00316,RK001,Rotary Kiln,2024-01-17,Third-Party-Auditor,Daily,Kiln Shell Temp | Burning Zone Temp | Drive Torque | Tyre Migration | ID Fan Draft,Kiln Shell Temp: 33.1 °C | Burning Zone Temp: 67.4 °C | Drive Torque: 51.8 mm/s | Tyre Migration: 70.6 mm/s | ID Fan Draft: 62.0 mm/s,Fail,Critical deviation in Tyre Migration,"Immediate maintenance required, equipment taken offline",2024-01-24,Action Pending
INS-00317,BF001,Bag Filter,2023-10-08,Third-Party-Auditor,Weekly,Differential Pressure | Compressor Pressure | Filter Condition | Fan Vibration | Dust Emission,Differential Pressure: 14.7 bar | Compressor Pressure: 18.8 bar | Filter Condition: 11.4 mm/s | Fan Vibration: 30.1 mm/s | Dust Emission: 86.2 mm/s,Conditional Pass,Minor deviation in Differential Pressure,Schedule follow-up within 7 days,2023-11-07,Action Pending
INS-00318,ENG001,Cummins Engine,2024-12-15,Third-Party-Auditor,Annual,Oil Pressure | Coolant Temp | Battery Voltage | Exhaust Temp | RPM,Oil Pressure: 31.5 bar | Coolant Temp: 79.9 °C | Battery Voltage: 32.7 mm/s | Exhaust Temp: 73.0 °C | RPM: 49.6 mm/s,Pass,All parameters within normal range,Continue routine monitoring,2024-12-16,Completed
